participantID,generatedChart,takeawayInfoReliance,takeawayRank,chartSemanticLevel,chartSemanticLevel_next,chartAnnotation,chartAnnotation_next,takeawayText,takeawayLevel,isTakeawayMatch,takeawayMatchLevel,isTakeawayExt,isTakeawayL1,isTakeawayL2,isTakeawayL3,isTakeawayL4
78,4,5,1,3,NA,"After falling, household income increases.",NA,Income peaked at 80K,2,0,0,0,0,1,0,0
78,4,5,2,3,NA,"After falling, household income increases.",NA,"after a steep fall to 30K, income bounced back to nearly reach its peak of 80K",3,1,3,0,0,0,1,0
79,9,4,1,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,There was a sustained period,3,1,4,0,0,0,1,0
79,9,4,2,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,After the sustained period it dropped a lot,3,1,4,0,0,0,1,0
79,9,4,3,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,"After the large drop, there was a very large rise again",3,0,0,0,0,0,1,0
80,6,4,1,1,2,National debt over 20 years,Minimum,National Debt was at an all time low around 1993,2,1,2,0,0,1,0,0
80,6,4,2,1,2,National debt over 20 years,Minimum,Debt did not change much from 2000 to 2010,3,0,0,0,0,0,1,0
80,6,4,3,1,2,National debt over 20 years,Minimum,National Debt quickly rose between 1993 and 2000,3,0,0,0,0,0,1,0
81,5,2,1,2,3,Maximum,Steep fall slows to a steady decrease,This chart showed the presidential approval rating and how it's changed.,1,0,0,0,1,0,0,0
81,5,2,2,2,3,Maximum,Steep fall slows to a steady decrease,The presidential approval rating was shown from 2015-2020.,1,0,0,0,1,0,0,0
81,5,2,3,2,3,Maximum,Steep fall slows to a steady decrease,"The presidential approval rating was highest between 2017-2018, and it has fallen again since then.",3,1,2,0,0,0,1,0
82,2,3,1,1,3,"Years span 1960 to 2010, shown in decades","After steadily increasing, median household income spiked suddenly in 2008.",Median household income spiked in 2008 after a steady incline.,3,1,3,0,0,0,1,0
83,3,3,1,2,4,"Stock index at 5 in 2010, less than in 1970",National debt crisis caused steep decrease from 1960-62.,Debt crisis caused stock decrease,4,1,4,0,0,0,0,1
83,3,3,2,2,4,"Stock index at 5 in 2010, less than in 1970",National debt crisis caused steep decrease from 1960-62.,Over the course of 1960 to 2010,1,0,0,0,1,0,0,0
83,3,3,3,2,4,"Stock index at 5 in 2010, less than in 1970",National debt crisis caused steep decrease from 1960-62.,Worse in 2010 compared to 1970,2,1,2,0,0,1,0,0
84,5,3,1,2,4,Maximum,President starts popular initiatives against child hunger,There was a significant jump from 40% to 80% after a nutrition program was announced.,4,1,4,0,0,0,0,1
84,5,3,2,2,4,Maximum,President starts popular initiatives against child hunger,The approval rating dropped quickly after it reached the peak of 80%.,3,1,2,0,0,0,1,0
85,3,4,1,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The stock index has fallen perpetually,3,0,0,0,0,0,1,0
85,3,4,2,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The stock index has steadily dropped in the past decades,3,0,0,0,0,0,1,0
86,9,2,1,3,NA,Attendance plummets over the span of a year.,NA,sports attendance,1,0,0,0,1,0,0,0
86,9,2,2,3,NA,Attendance plummets over the span of a year.,NA,over 20 year period,1,0,0,0,1,0,0,0
86,9,2,3,3,NA,Attendance plummets over the span of a year.,NA,one year had lowest drop,3,1,3,0,0,0,1,0
87,5,4,1,2,NA,Maximum,NA,"There was a spike in presidential approval rating between 2017 and 2018, which it reached it's maximum.",3,1,2,0,0,0,1,0
87,5,4,2,2,NA,Maximum,NA,The presidential rating continued to decrease over the years after the spike between 2017 and 2018.,3,0,0,0,0,0,1,0
88,5,2,1,2,3,Maximum,Steep fall slows to a steady decrease,Somewhere between 2017 and 2018 something happened to affect the president approval rating.,4,0,0,0,0,0,0,1
89,5,4,1,1,4,President approval rating over 5 years (2015-2020),President starts popular initiatives against child hunger,The president's approval rating saw a dramatic spike between the year 2017 and 2018 because of the proposed social initiative to help children.,4,1,4,0,0,0,0,1
90,6,2,1,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,There was a large econimic drop in the 1970's,3,0,0,0,0,0,1,0
90,6,2,2,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,The amount remainde stagnant for many years.,3,0,0,0,0,0,1,0
90,6,2,3,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,Nots ure what welse.,0,0,0,0,0,0,0,0
91,7,3,1,1,4,Line depicts number of immigrants over time,Changes in administrative policy caused spikes in immigration,There was a sharp increase of number of immigrants in 1980,3,0,0,0,0,0,1,0
91,7,3,2,1,4,Line depicts number of immigrants over time,Changes in administrative policy caused spikes in immigration,The change of number of immigrants was dependent on the administration,4,1,4,0,0,0,0,1
92,9,3,1,1,NA,Sports game attendance (in thousands) over 20 years,NA,The line had decreased then it went on a plateau for a year/few years then it decreased down then increased again back up by 2020.,3,0,0,0,0,0,1,0
92,9,3,2,1,NA,Sports game attendance (in thousands) over 20 years,NA,Sport game attendance in over 20 years.,1,1,1,0,1,0,0,0
92,9,3,3,1,NA,Sports game attendance (in thousands) over 20 years,NA,Years from 2000 to 2020.,1,0,0,0,1,0,0,0
93,3,5,1,1,4,Line depicts stock index over a series of 5 decades,National debt crisis caused steep decrease from 1960-62.,The stock index has been in a steady decline since about 1962.,3,0,0,0,0,0,1,0
94,2,4,1,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",Income increased but so did inflation.,4,1,3,1,0,0,0,1
94,2,4,2,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",The housing bubble happened when income increase.,4,1,3,1,0,0,0,1
94,2,4,3,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",It would be nice if income could increase and not inflation.,4,0,0,1,0,0,0,1
95,2,4,1,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,Median income steadily increased until 2010 when it increased more significantly.,3,0,0,0,0,0,1,0
96,8,4,1,1,NA,Number of app users ranged from 0 to 500K,NA,App users spiked to 500k around 2013.,3,0,0,0,0,0,1,0
96,8,4,2,1,NA,Number of app users ranged from 0 to 500K,NA,There was a sharp decline in users right after the spike.,3,0,0,0,0,0,1,0
96,8,4,3,1,NA,Number of app users ranged from 0 to 500K,NA,There has been a steady decline since 2014.,3,0,0,0,0,0,1,0
97,7,2,1,1,3,Line depicts number of immigrants over time,Second peak occurs about 10 years after the first,That immigrants were stagnant,3,0,0,0,0,0,1,0
97,7,2,2,1,3,Line depicts number of immigrants over time,Second peak occurs about 10 years after the first,The graph provided from 1960 to 2020,1,0,0,0,1,0,0,0
97,7,2,3,1,3,Line depicts number of immigrants over time,Second peak occurs about 10 years after the first,Increase immigration,3,0,0,0,0,0,1,0
98,6,4,1,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,The government somehow managed to pay off almost 30 trillion dollars in debt in just a few years.,4,0,0,1,0,0,0,1
98,6,4,2,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,restrictions on foreign borrowing curtailed the rise of debt.,4,1,4,0,0,0,0,1
99,4,4,1,3,NA,"After falling, household income increases.",NA,There was a large rise and fall of medium household income in the 1990s.,3,1,3,0,0,0,1,0
99,4,4,2,3,NA,"After falling, household income increases.",NA,Medium household income was relative steady until the 1980s.,3,0,0,0,0,0,1,0
99,4,4,3,3,NA,"After falling, household income increases.",NA,Medium household income started to increase steadily in the 2000s.,3,1,3,0,0,0,1,0
100,1,5,1,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,Immigration and job opportunites spiked as we moved closer to 2020,3,0,0,0,0,0,1,0
100,1,5,2,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,Everything remained stagnant until the 2020 decade,3,0,0,0,0,0,1,0
101,4,4,1,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,Income saw a spike between 1980 and 1990.,3,0,0,0,0,0,1,0
101,4,4,2,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,Income was stagnant after 1990.,3,0,0,0,0,0,1,0
101,4,4,3,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,Income was stagnant before 1980.,3,0,0,0,0,0,1,0
102,3,3,1,1,3,Line depicts stock index over a series of 5 decades,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",the line depicts the drop in stock index over 5 decades,3,1,1,0,0,0,1,0
102,3,3,2,1,3,Line depicts stock index over a series of 5 decades,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",the stock index dropped from a high in 1960 to a low in 2010,3,0,0,0,0,0,1,0
102,3,3,3,1,3,Line depicts stock index over a series of 5 decades,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",there has been a precipitous drop in the stock index over 50 years,3,0,0,0,0,0,1,0
103,2,5,1,4,NA,Steady increase from 1960-2008 was caused by an increase in base wages.,NA,that the median has skyrocketed over time,3,0,0,0,0,0,1,0
104,5,4,1,3,NA,Steep fall slows to a steady decrease,NA,"Starting in 2018, there was a steep decline in the approval rating.",3,1,3,0,0,0,1,0
104,5,4,2,3,NA,Steep fall slows to a steady decrease,NA,The rating was stagnant from 2015 to 2017.,3,0,0,0,0,0,1,0
105,7,4,1,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,Administration policies affected immigration.,4,1,4,0,0,0,0,1
105,7,4,2,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,There was a sharp peak from 1980-1982 regarding policy.,3,1,2,0,0,0,1,0
105,7,4,3,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,After immigration crashed again it peaked up somewhat yet due to fallout from the policy changes.,4,1,4,0,0,0,0,1
106,6,4,1,1,NA,National debt over 20 years,NA,"From 1990 to 1992, national debt plunged.",3,0,0,0,0,0,1,0
106,6,4,2,1,NA,National debt over 20 years,NA,"From 1994 to 2000, national debt increased rapidly to about the 1990 level of nearly 30 trillion.",3,0,0,0,0,0,1,0
106,6,4,3,1,NA,National debt over 20 years,NA,"From 2000 to 2010, national debt held steady at a high level.",3,0,0,0,0,0,1,0
107,6,4,1,1,2,National debt over 20 years,Minimum,The national debt as remained stagnant from 2010 to 2020.,3,0,0,0,0,0,1,0
107,6,4,2,1,2,National debt over 20 years,Minimum,Around 1993 the national debt was lower than any other time from 1990 to 2020,3,1,2,0,0,0,1,0
107,6,4,3,1,2,National debt over 20 years,Minimum,The national debt had a sharp decrease from 1990 to 1992.,3,0,0,0,0,0,1,0
108,9,5,1,3,4,Attendance plummets over the span of a year.,Sustained high attendance due to consecutive season ticket deals,number of people is low,3,0,0,0,0,0,1,0
108,9,5,2,3,4,Attendance plummets over the span of a year.,Sustained high attendance due to consecutive season ticket deals,ticket sales incresed due to a deal,4,1,4,0,0,0,0,1
108,9,5,3,3,4,Attendance plummets over the span of a year.,Sustained high attendance due to consecutive season ticket deals,sales are still not good.,4,0,0,0,0,0,0,1
109,1,2,1,1,NA,"Years span 1960-2020, shown in decades",NA,immigration spiked in 2010,3,0,0,0,0,0,1,0
110,4,3,1,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",There was high income about 1985.,2,0,0,0,0,1,0,0
110,4,3,2,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",Income has been rising the past few years on this chart.,3,1,3,0,0,0,1,0
110,4,3,3,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",There was a large decrease in income about 1990.,3,0,0,0,0,0,1,0
111,5,4,1,4,NA,President starts popular initiatives against child hunger,NA,That socially positive policies = better approval rating,4,1,4,1,0,0,0,1
111,5,4,2,4,NA,President starts popular initiatives against child hunger,NA,also said president is a colossal fuckup from 2018 onwards.,4,0,0,1,0,0,0,1
112,7,4,1,4,NA,Changes in administrative policy caused spikes in immigration,NA,From 1970 to 2010 the amount of immigration fluctuated greatly.,3,0,0,0,0,0,1,0
112,7,4,2,4,NA,Changes in administrative policy caused spikes in immigration,NA,The highest amount of immigration occurred around 1982.,2,0,0,0,0,1,0,0
112,7,4,3,4,NA,Changes in administrative policy caused spikes in immigration,NA,"Since 1982, the amount of immigration has dropped significantly.",3,0,0,0,0,0,1,0
113,6,5,1,1,3,National debt over 20 years,National debt climbs to previous high,Something precipitated the fall in national debt around 1990.,4,0,0,0,0,0,0,1
113,6,5,2,1,3,National debt over 20 years,National debt climbs to previous high,"In the 1990s, debt shot back up to where it was at the beginning of the chart.",3,1,3,0,0,0,1,0
113,6,5,3,1,3,National debt over 20 years,National debt climbs to previous high,National debt held relatively constant after the one dip.,3,0,0,0,0,0,1,0
114,7,3,1,3,NA,Second peak occurs about 10 years after the first,NA,Sharp increase in early 80s.,3,0,0,0,0,0,1,0
114,7,3,2,3,NA,Second peak occurs about 10 years after the first,NA,Second sharp increase 10 yeas later in early 90s.,3,1,3,0,0,0,1,0
114,7,3,3,3,NA,Second peak occurs about 10 years after the first,NA,Steady decline after those two peaks.,3,0,0,0,0,0,1,0
115,9,4,1,4,NA,Sustained high attendance due to consecutive season ticket deals,NA,There was a decline in attendance until 2010.,3,0,0,0,0,0,1,0
115,9,4,2,4,NA,Sustained high attendance due to consecutive season ticket deals,NA,"In 2010, there were consecutive season ticket packages sold, which created a large spike for two years.",4,1,4,0,0,0,0,1
115,9,4,3,4,NA,Sustained high attendance due to consecutive season ticket deals,NA,"After the initial spike, numbers went back to where they were prior to 2010, but then started climbing ever year after.",3,0,0,0,0,0,1,0
116,9,4,1,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,there was a steep decline until 2009,3,0,0,0,0,0,1,0
116,9,4,2,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,numbers shoot up in 2010,3,1,2,0,0,0,1,0
117,9,4,1,2,NA,Attendance in 2010 greater than 2009,NA,sports attendence fell and then rose,3,0,0,0,0,0,1,0
117,9,4,2,2,NA,Attendance in 2010 greater than 2009,NA,2010-2011 was a weird outlier,2,0,0,0,0,1,0,0
118,2,4,1,2,NA,Income in 2010 greater than 2008,NA,Income rose significantly from 2008-2010,3,1,2,0,0,0,1,0
118,2,4,2,2,NA,Income in 2010 greater than 2008,NA,Income raised steadily from 19-60 to 2008,3,0,0,0,0,0,1,0
118,2,4,3,2,NA,Income in 2010 greater than 2008,NA,The chart measures income changes by decade,1,0,0,0,1,0,0,0
119,2,5,1,1,4,"Years span 1960 to 2010, shown in decades",Steady increase from 1960-2008 was caused by an increase in base wages.,Big incline from 2006-2010,3,0,0,0,0,0,1,0
119,2,5,2,1,4,"Years span 1960 to 2010, shown in decades",Steady increase from 1960-2008 was caused by an increase in base wages.,The boost in income began in 2000,3,0,0,0,0,0,1,0
119,2,5,3,1,4,"Years span 1960 to 2010, shown in decades",Steady increase from 1960-2008 was caused by an increase in base wages.,"$80,000 was the highest income on the graph in 2010",2,0,0,0,0,1,0,0
120,3,4,1,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",Stock index decreased dramatically since 1960 to 2010.,3,1,3,0,0,0,1,0
121,6,4,1,4,NA,Government instituted restrictions on international borrowing,NA,the highest level was at the middle point,2,0,0,0,0,1,0,0
121,6,4,2,4,NA,Government instituted restrictions on international borrowing,NA,the peak information was presented in the middle and highlighted with a dot,4,0,0,0,0,0,0,1
121,6,4,3,4,NA,Government instituted restrictions on international borrowing,NA,the data visual presentation on the chart went from a low to high and back to a low point,3,0,0,0,0,0,1,0
122,6,5,1,3,NA,National debt climbs to previous high,NA,national debt plummeted from 1990 to 1992,3,0,0,0,0,0,1,0
122,6,5,2,3,NA,National debt climbs to previous high,NA,national debt grew back to pre 1990 levels during 1992 to 1999,3,1,3,0,0,0,1,0
122,6,5,3,3,NA,National debt climbs to previous high,NA,national debt was remained stable from 2000 to 2010,3,0,0,0,0,0,1,0
123,4,3,1,4,NA,Technological boom,NA,"Household incomes did not rise much on average until a ""technological boom"" in the 1980s.",4,1,4,0,0,0,0,1
123,4,3,2,4,NA,Technological boom,NA,There was a sharp rise and fall during the 80s from around $25k up to $80k and back down into the $30k range at the end of the decade.,3,0,0,0,0,0,1,0
123,4,3,3,4,NA,Technological boom,NA,Household incomes climbed steadily in the 90s.,3,0,0,0,0,0,1,0
124,8,4,1,1,4,Number of app users ranged from 0 to 500K,Update to the app introduced large issues for users,A spike in 2014 shows an increased user base.,2,0,0,0,0,1,0,0
124,8,4,2,1,4,Number of app users ranged from 0 to 500K,Update to the app introduced large issues for users,This same spike also notes major issues for users.,4,1,4,0,0,0,0,1
124,8,4,3,1,4,Number of app users ranged from 0 to 500K,Update to the app introduced large issues for users,Usage began a steady decline around 2013.,3,0,0,0,0,0,1,0
125,7,3,1,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,Immigration was highest in 1982,2,0,0,0,0,1,0,0
125,7,3,2,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,Immigration in 1982 was higher than in 1990,2,1,2,0,0,1,0,0
125,7,3,3,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,Immigration is decreasing since 1990,3,0,0,0,0,0,1,0
126,2,4,1,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,income rose at a steady rate from 1960 to 2018,3,1,3,0,0,0,1,0
126,2,4,2,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,2018 to 2020 was a sharper increase,3,0,0,0,0,0,1,0
126,2,4,3,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,wages rose more towards 2020,3,0,0,0,0,0,1,0
127,1,3,1,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,It seemed like there's a decreasing amount of immigrants over time until recently.,3,0,0,0,0,0,1,0
127,1,3,2,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,"There's been a stagnant level of immigrants before the past decade. A level of what? I don't know, title is ambiguous.",3,0,0,0,0,0,1,0
127,1,3,3,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,There seems to be more immigrants now than before.,3,0,0,0,0,0,1,0
128,5,4,1,1,2,President approval rating over 5 years (2015-2020),Maximum,The highest Presidential approval ratings were between 2017 and 2018.,2,1,2,0,0,1,0,0
128,5,4,2,1,2,President approval rating over 5 years (2015-2020),Maximum,Approval ratings remained relatively the same between 2015 and 2017.,3,0,0,0,0,0,1,0
128,5,4,3,1,2,President approval rating over 5 years (2015-2020),Maximum,Approval ratings rapidly declined between 2018 and 2020.,3,0,0,0,0,0,1,0
129,2,4,1,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,Household income was lower in 1960 than in 2010,2,0,0,0,0,1,0,0
130,6,3,1,2,3,Minimum,National debt climbs to previous high,Debt hit a low in the 90s,2,1,2,0,0,1,0,0
130,6,3,2,2,3,Minimum,National debt climbs to previous high,Debt hit a record high around 2000,2,0,0,0,0,1,0,0
130,6,3,3,2,3,Minimum,National debt climbs to previous high,Debt leveled out in the 2000's,3,0,0,0,0,0,1,0
131,1,4,1,3,4,Slight uptick in the overall decreasing trend,More job opportunities and government policy encouraged immigration,Immigration has increased in response to government policy,4,1,4,0,0,0,0,1
131,1,4,2,3,4,Slight uptick in the overall decreasing trend,More job opportunities and government policy encouraged immigration,Overtime immigration tends to vary and is not simply always more.,3,0,0,0,0,0,1,0
131,1,4,3,3,4,Slight uptick in the overall decreasing trend,More job opportunities and government policy encouraged immigration,"Immigration comes in waves, with large peaks followed by steady declines.",3,0,0,0,0,0,1,0
132,1,3,1,1,3,"Years span 1960-2020, shown in decades",Slight uptick in the overall decreasing trend,The number of immigrants increased dramatically from 2018 to 2020.,3,0,0,0,0,0,1,0
132,1,3,2,1,3,"Years span 1960-2020, shown in decades",Slight uptick in the overall decreasing trend,The number of immigrants was fairly stagnant from 1960 to 2018. (with slight changes),3,0,0,0,0,0,1,0
132,1,3,3,1,3,"Years span 1960-2020, shown in decades",Slight uptick in the overall decreasing trend,There was a small uptick in the overall decreasing trend in 1970.,3,1,3,0,0,0,1,0
133,1,4,1,2,4,Number of immigrants in 2012 is greater than in 2011,More job opportunities and government policy encouraged immigration,Immigration had a huge spike during 2018-2020,3,0,0,0,0,0,1,0
134,3,4,1,4,NA,National debt crisis caused steep decrease from 1960-62.,NA,The stock index decreased sharply from 1960 to 2010.,3,0,0,0,0,0,1,0
134,3,4,2,4,NA,National debt crisis caused steep decrease from 1960-62.,NA,"The change in the stock index between these times was from about 4 million to roughly 500,000.",2,0,0,0,0,1,0,0
134,3,4,3,4,NA,National debt crisis caused steep decrease from 1960-62.,NA,Chart authors attribute this steep decline to the national debt crisis.,4,1,4,0,0,0,0,1
135,4,5,1,2,NA,Maximum,NA,in 1985 the household median income was around $80K.,2,1,2,0,0,1,0,0
135,4,5,2,2,NA,Maximum,NA,Most years it was around $20K household median income.,3,0,0,0,0,0,1,0
136,6,4,1,2,NA,Minimum,NA,National Debt was almost reduced to zero in the mid 1990's.,2,1,2,0,0,1,0,0
136,6,4,2,2,NA,Minimum,NA,The National Debt has stayed around 30 trillion dollars for almost 20 years.,3,0,0,0,0,0,1,0
136,6,4,3,2,NA,Minimum,NA,The immigration numbers are likely undercounting the massive amount of illegials that have entered the US in the last 40 years.,4,0,0,1,0,0,0,1
137,5,3,1,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,President's approval rating was highest between 2017-2018 (80%) as a result of their popular initiatives against child hunger,4,1,4,0,0,0,0,1
137,5,3,2,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,"After 2018, president's approval rate decreased and continued to decrease till 2020",3,1,3,0,0,0,1,0
137,5,3,3,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,The approval rating of the president was steady between 2015 and 2017 (around 40%),3,0,0,0,0,0,1,0
138,5,4,1,1,NA,President approval rating over 5 years (2015-2020),NA,Approval remained about the same in 2015-2016,3,0,0,0,0,0,1,0
138,5,4,2,1,NA,President approval rating over 5 years (2015-2020),NA,Approval went up from 2017-2018,3,0,0,0,0,0,1,0
138,5,4,3,1,NA,President approval rating over 5 years (2015-2020),NA,Approval went down in 2018,3,0,0,0,0,0,1,0
139,8,4,1,4,NA,Update to the app introduced large issues for users,NA,The overall number of users declined except in 2013,3,0,0,0,0,0,1,0
139,8,4,2,4,NA,Update to the app introduced large issues for users,NA,There was an update to the app in 2013 that created large issues for users and a spike in downloads.,4,1,4,0,0,0,0,1
139,8,4,3,4,NA,Update to the app introduced large issues for users,NA,There was a very slight uptick in users in 2020,3,0,0,0,0,0,1,0
140,4,5,1,2,3,Maximum,"After falling, household income increases.",There was a massive increase in household income in 1985.,3,0,0,0,0,0,1,0
140,4,5,2,2,3,Maximum,"After falling, household income increases.","Prior to 1985, household income was steady.",3,0,0,0,0,0,1,0
140,4,5,3,2,3,Maximum,"After falling, household income increases.",Household income continually rose in the 1990s and 2000s.,3,1,3,0,0,0,1,0
141,3,5,1,2,NA,"Stock index at 5 in 2010, less than in 1970",NA,There was a sharp decline in the first five years,3,0,0,0,0,0,1,0
141,3,5,2,2,NA,"Stock index at 5 in 2010, less than in 1970",NA,There was a steady decline from 1965-2010,3,0,0,0,0,0,1,0
142,9,5,1,1,3,Sports game attendance (in thousands) over 20 years,Attendance plummets over the span of a year.,That attendance fell sharply at one point,3,1,3,0,0,0,1,0
142,9,5,2,1,3,Sports game attendance (in thousands) over 20 years,Attendance plummets over the span of a year.,Attendance rose sharply at one point,3,0,0,0,0,0,1,0
142,9,5,3,1,3,Sports game attendance (in thousands) over 20 years,Attendance plummets over the span of a year.,Attendance varied significantly over time,3,0,0,0,0,0,1,0
143,8,3,1,3,NA,Rapid increase in users from 2012 to 2013,NA,There was a rapid increase in the number of app user from 2012 to 2013,3,1,3,0,0,0,1,0
143,8,3,2,3,NA,Rapid increase in users from 2012 to 2013,NA,The number of app users declined from 2010 to 2012,3,0,0,0,0,0,1,0
143,8,3,3,3,NA,Rapid increase in users from 2012 to 2013,NA,There was a sharp decrease in users after 2013,3,0,0,0,0,0,1,0
144,1,5,1,4,NA,More job opportunities and government policy encouraged immigration,NA,There were a huge surge in immigrants right before 2020,3,0,0,0,0,0,1,0
144,1,5,2,4,NA,More job opportunities and government policy encouraged immigration,NA,Before 2020 the numbers were very flat,3,0,0,0,0,0,1,0
145,8,4,1,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,The number of app users initially rose,3,0,0,0,0,0,1,0
145,8,4,2,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,The number of app users began dropping in 2012,3,0,0,0,0,0,1,0
145,8,4,3,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,The number of app users has been on a steady decline since 2012.,3,0,0,0,0,0,1,0
146,4,5,1,3,NA,"After falling, household income increases.",NA,Household income fell for a short time,3,1,3,0,0,0,1,0
146,4,5,2,3,NA,"After falling, household income increases.",NA,household income recovered after dropping,3,1,3,0,0,0,1,0
146,4,5,3,3,NA,"After falling, household income increases.",NA,Household income has been on the rise recently,3,1,3,0,0,0,1,0
147,3,3,1,4,NA,National debt crisis caused steep decrease from 1960-62.,NA,"By 2010, the stock index had gone down a significant amount due to national debt.",4,1,4,0,0,0,0,1
148,6,3,1,2,NA,Minimum,NA,the national debt has stayed the same from 2000 to 2010,3,0,0,0,0,0,1,0
148,6,3,2,2,NA,Minimum,NA,national debt was at the lowest around 1992,2,1,2,0,0,1,0,0
149,9,4,1,1,2,Sports game attendance (in thousands) over 20 years,Attendance in 2010 greater than 2009,Attendance briefly spiked in 2010 to levels seen in 2000.,3,1,2,0,0,0,1,0
149,9,4,2,1,2,Sports game attendance (in thousands) over 20 years,Attendance in 2010 greater than 2009,The attendance spike was temporary.,3,0,0,0,0,0,1,0
150,8,3,1,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,An update caused large influx of users in 2013,4,1,4,0,0,0,0,1
150,8,3,2,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,After update those users decreased significantly starting in 2014,4,1,4,0,0,0,0,1
150,8,3,3,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,Users had been declining until 2012 when app update had occurred.,4,1,4,0,0,0,0,1
151,6,4,1,1,NA,National debt over 20 years,NA,National debt was very low and made a huge jump from the 60s to the 2000s,3,0,0,0,0,0,1,0
151,6,4,2,1,NA,National debt over 20 years,NA,From 2000 to 2010 the national debt evened out and stayed about the same,3,0,0,0,0,0,1,0
152,3,4,1,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The stock was declining over 5 decades.,3,1,1,0,0,0,1,0
152,3,4,2,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The graph had too many comments.,0,0,0,0,0,0,0,0
153,6,4,1,1,2,National debt over 20 years,Minimum,National debt remained stagnant from 2000 to 2010.,3,0,0,0,0,0,1,0
153,6,4,2,1,2,National debt over 20 years,Minimum,There was a steep increase in the National debt from 1992 to 2000.,3,0,0,0,0,0,1,0
153,6,4,3,1,2,National debt over 20 years,Minimum,From 1990 to 1992 the National debt decreased significantly.,3,0,0,0,0,0,1,0
154,7,3,1,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,It shows the amount of immigrants over time,1,1,1,0,1,0,0,0
154,7,3,2,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,"It spiked from the 70s to the 80s, then dropped",3,0,0,0,0,0,1,0
